symbol,name,date,isEnabled,type,iexId
BSM,Black Stone Minerals L.P. representing limited partner interests,2018-04-05,true,cs,9852
BSMX,Banco Santander (M?xico) S.A. Instituci?n de Banca M?ltiple Grupo Financiero Santander M?xico,2018-04-05,true,cs,14090
BSPM,Biostar Pharmaceuticals Inc.,2018-04-05,true,cs,936
BSQR,BSQUARE Corporation,2018-04-05,true,cs,937
BSRR,Sierra Bancorp,2018-04-05,true,cs,938
BST,BlackRock Science and Technology Trust of Beneficial Interest,2018-04-05,true,cs,9432
BSTC,BioSpecifics Technologies Corp,2018-04-05,true,cs,939
BSTI,BEST Inc. American Depositary Shares each representing one Class A,2018-04-05,true,cs,13406
BSV,Vanguard Short-Term Bond,2018-04-05,true,et,941
BSWN,UBS AG VelocityShares VIX Tail Risk ETN linked to the S&P 500 VIX Futures Tail Risk Index Short Term due July 18 2046,2018-04-05,true,N/A,11610
BSX,Boston Scientific Corporation,2018-04-05,true,cs,942
BT,BT Group plc American Depositary Shares,2018-04-05,true,cs,943
BTA,BlackRock Long-Term Municipal Advantage Trust of Beneficial Interest,2018-04-05,true,cs,944
BTAI,BioXcel Therapeutics Inc.,2018-04-05,true,cs,14142
BTAL,AGFiQ U.S. Market Neutral Anti-Beta Fund,2018-04-05,true,et,945
BTE,Baytex Energy Corp,2018-04-05,true,cs,946
BTEC,Principal Healthcare Innovators Index ETF,2018-04-05,true,N/A,11738
BTG,B2Gold Corp (Canada),2018-04-05,true,cs,948
BTI,British American Tobacco Industries p.l.c. ADR,2018-04-05,true,cs,950
BTN,Ballantyne Strong Inc.,2018-04-05,true,cs,951
BTO,John Hancock Financial Opportunities Fund,2018-04-05,true,cs,952
BTT,BlackRock Municipal 2030 Target Term Trust,2018-04-05,true,cs,953
BTU,Peabody Energy Corporation,2018-04-05,true,cs,12755
BTX,BioTime Inc.,2018-04-05,true,cs,956
BTX+,,2018-04-05,true,N/A,9345
BTZ,BlackRock Credit Allocation Income Trust,2018-04-05,true,cs,957
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),2018-04-05,true,cs,958
BUFF,Blue Buffalo Pet Products Inc.,2018-04-05,true,cs,10108
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,2018-04-05,true,cs,959
BUR,Burcon NutraScience Corp,2018-04-05,true,cs,963
BURG,Chanticleer Holdings Inc.,2018-04-05,true,cs,3250
BURL,Burlington Stores Inc.,2018-04-05,true,cs,7884
BUSE,First Busey Corporation,2018-04-05,true,cs,964
BUY,USCF SummerHaven SHPEI Index Fund,2018-04-05,true,N/A,13858
BUYN,USCF SummerHaven SHPEN Index Fund,2018-04-05,true,N/A,13859
BUZ,Buzz US Sentiment Leaders,2018-04-05,true,N/A,11245
BVAL,Brand Value,2018-04-05,true,N/A,13010
BVN,Buenaventura Mining Company Inc.,2018-04-05,true,cs,967
BVNSC,Brandes Investment Trust,2018-04-05,true,N/A,14143
BVSN,BroadVision Inc.,2018-04-05,true,cs,968
BVX,Bovie Medical Corporation,2018-04-05,true,cs,969
BVXV,BiondVax Pharmaceuticals Ltd.,2018-04-05,true,cs,9892
BVXVW,,2018-04-05,true,N/A,9971
BW,Babcock & Wilcox Enterprises Inc.,2018-04-05,true,cs,10113
BWA,BorgWarner Inc.,2018-04-05,true,cs,970
BWB,Bridgewater Bancshares Inc.,2018-04-05,true,cs,14167
BWEN,Broadwind Energy Inc.,2018-04-05,true,cs,972
BWFG,Bankwell Financial Group Inc.,2018-04-05,true,cs,8635
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,2018-04-05,true,cs,973
BWINA,Baldwin & Lyons Inc. Class A (voting) Common Stock,2018-04-05,true,cs,974
BWINB,Baldwin & Lyons Inc. Class B (nonvoting) Common Stock,2018-04-05,true,cs,975
BWL.A,Bowl America Inc. Class A,2018-04-05,true,cs,976
BWP,Boardwalk Pipeline Partners LP,2018-04-05,true,cs,978
BWV,iPath Goldman Sachs Barclays Bank PLC Exchange Traded Notes Linked to the CBOE S&P 500 BuyWrite Index Structured Product,2018-04-05,true,et,980
BWX,SPDR Bloomberg Barclays Intl Treasury Bd,2018-04-05,true,et,981
BWXT,BWX Technologies Inc.,2018-04-05,true,cs,971
BWZ,SPDR Bloomberg Barclays Short Term International Treasury Bond,2018-04-05,true,et,982
BX,The Blackstone Group L.P. Representing Limited Partnership Interests,2018-04-05,true,cs,983
BXC,Bluelinx Holdings Inc.,2018-04-05,true,cs,984
BXE,Bellatrix Exploration Ltd (Canada),2018-04-05,true,cs,986
BXG,Bluegreen Vacations Corporation,2018-04-05,true,cs,13639
BXMT,Blackstone Mortgage Trust Inc.,2018-04-05,true,cs,987
BXMX,Nuveen S&P 500 Buy-Write Income Fund of Beneficial Interest,2018-04-05,true,cs,3832
BXP,Boston Properties Inc.,2018-04-05,true,cs,988
BXP-B,Boston Properties Inc. Depositary Shares each representing 1/100th of a share of the Issuer's 5.25% Sockeries B Cumulative Redeemable Preferred St,2018-04-05,true,ps,989
BXS,BancorpSouth Bank,2018-04-05,true,cs,13692
BY,Byline Bancorp Inc.,2018-04-05,true,cs,13042
BYBK,Bay Bancorp Inc.,2018-04-05,true,cs,1480
BYD,Boyd Gaming Corporation,2018-04-05,true,cs,994
BYFC,Broadway Financial Corporation,2018-04-05,true,cs,995
BYLD,iShares Yield Optimized Bond,2018-04-05,true,N/A,8557
BYM,Blackrock Municipal Income Quality Trust of Beneficial Interest,2018-04-05,true,cs,997
BYSI,BeyondSpring Inc.,2018-04-05,true,cs,12091
BZF,WisdomTree Brazilian Real Strategy Fund,2018-04-05,true,et,1000
BZH,Beazer Homes USA Inc.,2018-04-05,true,cs,1001
BZM,BlackRock Maryland Municipal Bond Trust of beneficial interest,2018-04-05,true,cs,1002
BZQ,ProShares UltraShort MSCI Brazil Capped,2018-04-05,true,et,1003
BZUN,Baozun Inc.,2018-04-05,true,cs,9967
C,Citigroup Inc.,2018-04-05,true,cs,1006
C+A,Citigroup Inc. Warrants Class A expiring January 4 2019,2018-04-05,true,N/A,7923
C-C,Citigroup Inc. Depositary Shares Series C,2018-04-05,true,ps,1007
C-J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,2018-04-05,true,ps,7804
C-K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,2018-04-05,true,ps,8087
C-L,Citigroup Inc. Depositary Share representing 1/1000 interest in a share of noncumulative series L,2018-04-05,true,ps,8290
C-N,Citigroup Capital VIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),2018-04-05,true,ps,1009
C-S,Citigroup Inc. Depositary Shares Series S,2018-04-05,true,ps,11064
CA,CA Inc.,2018-04-05,true,cs,1014
CAAP,Corporacion America Airports SA,2018-04-05,true,cs,13878
CAAS,China Automotive Systems Inc.,2018-04-05,true,cs,1015
CABO,Cable One Inc.,2018-04-05,true,cs,10081
CAC,Camden National Corporation,2018-04-05,true,cs,1017
CACC,Credit Acceptance Corporation,2018-04-05,true,cs,1019
CACG,ClearBridge All Cap Growth ETF,2018-04-05,true,N/A,12863
CACI,CACI International Inc. Class A,2018-04-05,true,cs,1023
CADC,China Advanced Construction Materials Group Inc.,2018-04-05,true,cs,1025
CADE,Cadence Bancorporation Class A,2018-04-05,true,cs,12777
CAE,CAE Inc.,2018-04-05,true,cs,1027
CAF,Morgan Stanley China A Share Fund Inc.,2018-04-05,true,cs,1028
CAFD,8point3 Energy Partners LP,2018-04-05,true,cs,9940
CAFE,iPath Pure Beta Coffee ETN,2018-04-05,true,et,1029
CAG,ConAgra Brands Inc.,2018-04-05,true,cs,1031
CAH,Cardinal Health Inc.,2018-04-05,true,cs,1032
CAI,CAI International Inc.,2018-04-05,true,cs,1046
CAJ,Canon Inc. American Depositary Shares,2018-04-05,true,cs,1034
CAKE,The Cheesecake Factory Incorporated,2018-04-05,true,cs,1036
CAL,Caleres Inc.,2018-04-05,true,cs,979
CALA,Calithera Biosciences Inc.,2018-04-05,true,cs,9201
CALD,Callidus Software Inc.,2018-04-05,true,cs,1037
CALF,Pacer US Small Cap Cash Cows 100,2018-04-05,true,N/A,13025
CALI,China Auto Logistics Inc.,2018-04-05,true,cs,1038
CALL,magicJack VocalTec Ltd,2018-04-05,true,cs,1039
CALM,Cal-Maine Foods Inc.,2018-04-05,true,cs,1040
CALX,Calix Inc,2018-04-05,true,cs,1041
CAMP,CalAmp Corp.,2018-04-05,true,cs,1043
CAMT,Camtek Ltd.,2018-04-05,true,cs,1044
CANE,Teucrium Sugar Fund ETV,2018-04-05,true,et,1045
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),2018-04-05,true,cs,8124
CAPE,Barclays ETN Schiller CAPE,2018-04-05,true,N/A,1047
CAPL,CrossAmerica Partners LP representing limited partner interests,2018-04-05,true,cs,4076
CAPR,Capricor Therapeutics Inc.,2018-04-05,true,cs,9802
CAR,Avis Budget Group Inc.,2018-04-05,true,cs,1048
CARA,Cara Therapeutics Inc.,2018-04-05,true,cs,8209
CARB,Carbonite Inc.,2018-04-05,true,cs,1049
CARG,CarGurus Inc.,2018-04-05,true,cs,13407
CARO,Carolina Financial Corporation,2018-04-05,true,cs,8905
CARS,Cars.com Inc.,2018-04-05,true,cs,12936
CART,Carolina Trust BancShares Inc.,2018-04-05,true,cs,11723
CARV,Carver Bancorp Inc.,2018-04-05,true,cs,1052
CARZ,First Trust NASDAQ Global Auto Index Fund,2018-04-05,true,et,1053
CASA,Casa Systems Inc.,2018-04-05,true,cs,13811
CASH,Meta Financial Group Inc.,2018-04-05,true,cs,1055
CASI,CASI Pharmaceuticals Inc.,2018-04-05,true,cs,2170
CASM,CAS Medical Systems Inc.,2018-04-05,true,cs,1056
CASS,Cass Information Systems Inc,2018-04-05,true,cs,1057
CASY,Caseys General Stores Inc.,2018-04-05,true,cs,1058
CAT,Caterpillar Inc.,2018-04-05,true,cs,1059
CATB,Catabasis Pharmaceuticals Inc.,2018-04-05,true,cs,10077
CATC,Cambridge Bancorp,2018-04-05,true,cs,13604
CATH,Global X S&P 500 Catholic Values ETF,2018-04-05,true,N/A,11246
CATM,Cardtronics plc,2018-04-05,true,cs,11571
CATO,Cato Corporation (The) Class A,2018-04-05,true,cs,1061
CATS,Catasys Inc.,2018-04-05,true,cs,12818
CATY,Cathay General Bancorp,2018-04-05,true,cs,1062
CATYW,Cathay General Bancorp Warrant,2018-04-05,true,N/A,8140
CAVM,Cavium Inc.,2018-04-05,true,cs,1063
CAW,CCA Industries Inc.,2018-04-05,true,cs,1064
CB,Chubb Limited,2018-04-05,true,cs,48
CBA,ClearBridge American Energy MLP Fund Inc.,2018-04-05,true,cs,1066
CBAK,CBAK Energy Technology Inc.,2018-04-05,true,cs,1067
CBAN,Colony Bankcorp Inc.,2018-04-05,true,cs,1068
CBAY,CymaBay Therapeutics Inc.,2018-04-05,true,cs,8841
CBB,Cincinnati Bell Inc.,2018-04-05,true,cs,1069
CBB-B,Cincinnati Bell Inc. Preferred Stock,2018-04-05,true,ps,1070
CBD,Companhia Brasileira de Distribuicao ADS,2018-04-05,true,cs,1071
CBFV,CB Financial Services Inc.,2018-04-05,true,cs,9461
CBH,AllianzGI Convertible & Income 2024 Target Term Fund of Beneficial Interest,2018-04-05,true,cs,13056
CBI,Chicago Bridge & Iron Company N.V.,2018-04-05,true,cs,1075
CBIO,Catalyst Biosciences Inc.,2018-04-05,true,cs,6884
CBK,Christopher & Banks Corporation,2018-04-05,true,cs,1077
CBL,CBL & Associates Properties Inc.,2018-04-05,true,cs,1078
CBL-D,CBL & Associates Properties Inc. Dep Shares Repstg 1/10th Preferred Series D,2018-04-05,true,ps,1079
CBL-E,CBL & Associates Properties Inc. Depositary Shs Repstg 1/10 6.625% Ser E Cum Redeemable (Pfd Stk),2018-04-05,true,ps,1080
CBLI,Cleveland BioLabs Inc.,2018-04-05,true,cs,1081
CBM,Cambrex Corporation,2018-04-05,true,cs,1082
CBMG,Cellular Biomedicine Group Inc.,2018-04-05,true,cs,8842
CBND,SPDR Bloomberg Barclays Issuer Scored Corporate Bond,2018-04-05,true,et,1084
CBO,,2018-04-05,true,N/A,7897
CBOE,Cboe Global Markets Inc.,2018-04-05,true,cs,1087
CBON,VanEck Vectors ChinaAMC China Bond,2018-04-05,true,N/A,9482
CBPO,China Biologic Products Holdings Inc.,2018-04-05,true,cs,13172
CBPX,Continental Building Products Inc.,2018-04-05,true,cs,8210
CBRE,CBRE Group Inc Class A,2018-04-05,true,cs,1074
CBRL,Cracker Barrel Old Country Store Inc.,2018-04-05,true,cs,1090
CBS,CBS Corporation Class B,2018-04-05,true,cs,1092
CBS.A,CBS Corporation Class A,2018-04-05,true,cs,1093
CBSH,Commerce Bancshares Inc.,2018-04-05,true,cs,1094
CBSHP,Commerce Bancshares Inc. Depositary Shares each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock,2018-04-05,true,ps,8897
CBT,Cabot Corporation,2018-04-05,true,cs,1096
CBTX,CBTX Inc.,2018-04-05,true,cs,13559
CBU,Community Bank System Inc.,2018-04-05,true,cs,1097
CBX,,2018-04-05,true,N/A,7898
CBZ,CBIZ Inc.,2018-04-05,true,cs,1098
CC,Chemours Company (The),2018-04-05,true,cs,10093
CCA,MFS California Municipal Fund of Beneficial Interest,2018-04-05,true,cs,1099
CCBG,Capital City Bank Group,2018-04-05,true,cs,1100
CCCL,China Ceramics Co. Ltd.,2018-04-05,true,cs,1102
CCCR,China Commercial Credit Inc.,2018-04-05,true,cs,7738
CCD,Calamos Dynamic Convertible & Income Fund,2018-04-05,true,cs,9777
CCE,Coca-Cola European Partners plc,2018-04-05,true,cs,11422
CCF,Chase Corporation,2018-04-05,true,cs,1104
CCI,Crown Castle International Corp. (REIT),2018-04-05,true,cs,1109
CCI-A,Crown Castle International Corporation 6.875% Mandatory Convertible Preferred Stock Series A,2018-04-05,true,ps,13191
CCIH,ChinaCache International Holdings Ltd.,2018-04-05,true,cs,1110
CCJ,Cameco Corporation,2018-04-05,true,cs,1112
CCK,Crown Holdings Inc.,2018-04-05,true,cs,1113
CCL,Carnival Corporation,2018-04-05,true,cs,1114
CCLP,CSI Compressco LP,2018-04-05,true,cs,3024
CCM,Concord Medical Services Holdings Limited ADS (Each represents three),2018-04-05,true,cs,1115
CCMP,Cabot Microelectronics Corporation,2018-04-05,true,cs,1116
CCNE,CNB Financial Corporation,2018-04-05,true,cs,1117
CCO,Clear Channel Outdoor Holdings Inc. Class A,2018-04-05,true,cs,1118
CCOI,Cogent Communications Holdings Inc.,2018-04-05,true,cs,1119
CCOR,Cambria Core Equity,2018-04-05,true,N/A,12954
CCR,CONSOL Coal Resources LP representing limited partner interests,2018-04-05,true,cs,9882
CCRC,China Customer Relations Centers Inc.,2018-04-05,true,cs,10917
CCRN,Cross Country Healthcare Inc.,2018-04-05,true,cs,1120
CCS,Century Communities Inc.,2018-04-05,true,cs,8696
CCT,Corporate Capital Trust Inc.,2018-04-05,true,cs,13780
CCU,Compania Cervecerias Unidas S.A.,2018-04-05,true,cs,1122
CCXI,ChemoCentryx Inc.,2018-04-05,true,cs,1127
CCZ,Comcast Holdings ZONES,2018-04-05,true,bo,8739
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,2018-04-05,true,N/A,8885
CDE,Coeur Mining Inc.,2018-04-05,true,cs,1128
CDEV,Centennial Resource Development Inc.,2018-04-05,true,cs,11239
CDK,CDK Global Inc.,2018-04-05,true,cs,9280
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,2018-04-05,true,N/A,10270
CDLX,Cardlytics Inc.,2018-04-05,true,cs,14022
CDMO,Avid Bioservices Inc.,2018-04-05,true,cs,5538
CDMOP,Avid Bioservices Inc. 10.50% Series E Convertible Preferred Stock,2018-04-05,true,ps,8300
CDNA,CareDx Inc.,2018-04-05,true,cs,8693
CDNS,Cadence Design Systems Inc.,2018-04-05,true,cs,1130
CDOR,Condor Hospitality Trust Inc.,2018-04-05,true,cs,6456
CDR,Cedar Realty Trust Inc.,2018-04-05,true,cs,1131
CDR-B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,1132
CDR-C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,13315
CDTI,CDTI Advanced Materials Inc.,2018-04-05,true,cs,1133
CDTX,Cidara Therapeutics Inc.,2018-04-05,true,cs,9828
CDW,CDW Corporation,2018-04-05,true,cs,1134
CDXC,ChromaDex Corporation,2018-04-05,true,cs,11284
CDXS,Codexis Inc.,2018-04-05,true,cs,1135
CDZI,Cadiz Inc.,2018-04-05,true,cs,1137
CE,Celanese Corporation Series A,2018-04-05,true,cs,1138
CEA,China Eastern Airlines Corporation Ltd.,2018-04-05,true,cs,1139
CECE,CECO Environmental Corp.,2018-04-05,true,cs,1142
CECO,Career Education Corporation,2018-04-05,true,cs,1143
CEE,The Central and Eastern Europe Fund Inc. (The),2018-04-05,true,cs,1145
CEF,Sprott Physical Gold and Silver Trust Units,2018-04-05,true,cs,14027
CEFL,ETRACS Monthly Pay 2X Leveraged Closed-End Fund ETN,2018-04-05,true,N/A,8156
CEFS,Exchange Listed Funds Trust,2018-04-05,true,N/A,12481
CEI,Camber Energy Inc.,2018-04-05,true,cs,4058
CEIX,CONSOL Energy Inc.,2018-04-05,true,cs,13781
CEL,Cellcom Israel Ltd.,2018-04-05,true,cs,1147
CELC,Celcuity Inc.,2018-04-05,true,cs,13310
CELG,Celgene Corporation,2018-04-05,true,cs,1148
CELGZ,Celgene Corporation Contingent Value Right,2018-04-05,true,N/A,1149
CELH,Celsius Holdings Inc.,2018-04-05,true,cs,12960
CELP,Cypress Energy Partners L.P. representing limited partner interests,2018-04-05,true,cs,8125
CEM,ClearBridge Energy MLP Fund Inc.,2018-04-05,true,cs,1150
CEMB,iShares J.P. Morgan EM Corporate Bond,2018-04-05,true,N/A,1151
CEMI,Chembio Diagnostics Inc.,2018-04-05,true,cs,1152
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,2018-04-05,true,cs,7797
CENT,Central Garden & Pet Company,2018-04-05,true,cs,1154
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,2018-04-05,true,cs,1155
CENX,Century Aluminum Company,2018-04-05,true,cs,1156
CEO,CNOOC Limited,2018-04-05,true,cs,1157
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten),2018-04-05,true,cs,13989
CEQP,Crestwood Equity Partners LP,2018-04-05,true,cs,4931
CERC,Cerecor Inc.,2018-04-05,true,cs,10123
CERCW,,2018-04-05,true,N/A,10852
CERN,Cerner Corporation,2018-04-05,true,cs,1160
CERS,Cerus Corporation,2018-04-05,true,cs,1161
CET,Central Securities Corporation,2018-04-05,true,cs,1162
CETV,Central European Media Enterprises Ltd.,2018-04-05,true,cs,1163
CETX,Cemtrex Inc.,2018-04-05,true,cs,10232
CETXP,Cemtrex Inc. Series 1 Preferred Stock,2018-04-05,true,ps,12401
CETXW,Cemtrex Inc. Series 1 Warrant,2018-04-05,true,N/A,12402
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,2018-04-05,true,cs,1164
CEVA,CEVA Inc.,2018-04-05,true,cs,1165
CEW,WisdomTree Emerging Currency Strategy Fund,2018-04-05,true,et,1166
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,2018-04-05,true,N/A,13640
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,2018-04-05,true,N/A,11176
CF,CF Industries Holdings Inc.,2018-04-05,true,cs,1167
CFA,VictoryShares US 500 Volatility Wtd ETF,2018-04-05,true,N/A,8886
CFBI,Community First Bancshares Inc.,2018-04-05,true,cs,12819
CFBK,Central Federal Corporation,2018-04-05,true,cs,1168
CFC-B,Countrywide Capital V (New) 7.00% Capital Securities,2018-04-05,true,ps,1170
CFFI,C&F Financial Corporation,2018-04-05,true,cs,1172
CFFN,Capitol Federal Financial Inc.,2018-04-05,true,cs,1173
CFG,Citizens Financial Group Inc.,2018-04-05,true,cs,9179
CFMS,ConforMIS Inc.,2018-04-05,true,cs,10197
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,2018-04-05,true,N/A,8887
CFR,Cullen/Frost Bankers Inc.,2018-04-05,true,cs,1179
CFR-A,Cullen/Frost Bankers Inc. Perpetual Preferred Series A,2018-04-05,true,ps,1180
CFRX,ContraFect Corporation,2018-04-05,true,cs,8564
CFX,Colfax Corporation,2018-04-05,true,cs,1182
CG,The Carlyle Group L.P.,2018-04-05,true,cs,1183
CGA,China Green Agriculture Inc.,2018-04-05,true,cs,1184
CGBD,TCG BDC Inc.,2018-04-05,true,cs,13017
CGEN,Compugen Ltd.,2018-04-05,true,cs,1185
CGG,CGG,2018-04-05,true,cs,1186
CGIX,Cancer Genetics Inc.,2018-04-05,true,cs,7723
CGNT,Cogentix Medical Inc.,2018-04-05,true,cs,7359
CGNX,Cognex Corporation,2018-04-05,true,cs,1188
CGO,Calamos Global Total Return Fund,2018-04-05,true,cs,1189
CGW,Guggenheim S&P Global Water,2018-04-05,true,et,1191
CH,Aberdeen Chile Fund Inc. (The),2018-04-05,true,cs,1193
CHA,China Telecom Corp Ltd ADS,2018-04-05,true,cs,1194
CHAD,Direxion Daily CSI 300 China A Shares Bear 1X Shares,2018-04-05,true,N/A,10131
CHAU,Direxion Daily CSI 300 China A Share Bull 2X Shares,2018-04-05,true,N/A,9917
CHCI,Comstock Holding Companies Inc.,2018-04-05,true,cs,1196
CHCO,City Holding Company,2018-04-05,true,cs,1197
CHCT,Community Healthcare Trust Incorporated,2018-04-05,true,cs,9887
CHD,Church & Dwight Company Inc.,2018-04-05,true,cs,1198
CHDN,Churchill Downs Incorporated,2018-04-05,true,cs,1199
CHE,Chemed Corp,2018-04-05,true,cs,1201
CHEF,The Chefs' Warehouse Inc.,2018-04-05,true,cs,1202
CHEK,Check-Cap Ltd.,2018-04-05,true,cs,9839
CHEKW,,2018-04-05,true,N/A,9843
CHEP,AGFiQ U.S. Market Neutral Value Fund,2018-04-05,true,et,1203
CHFC,Chemical Financial Corporation,2018-04-05,true,cs,1205
CHFN,Charter Financial Corp.,2018-04-05,true,cs,1206
CHFS,CHF Solutions Inc.,2018-04-05,true,cs,6499
CHGG,Chegg Inc.,2018-04-05,true,cs,7826
CHGX,Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free,2018-04-05,true,N/A,13509
CHH,Choice Hotels International Inc.,2018-04-05,true,cs,1208
CHI,Calamos Convertible Opportunities and Income Fund,2018-04-05,true,cs,1209
CHIE,Global X China Energy,2018-04-05,true,et,1210
CHII,Global X China Industrials,2018-04-05,true,et,1211
CHIM,Global X China Materials,2018-04-05,true,N/A,1212
CHIQ,Global X China Consumer,2018-04-05,true,et,1213
CHIX,Global X China Financials,2018-04-05,true,et,1214
CHK,Chesapeake Energy Corporation,2018-04-05,true,cs,1215
CHK-D,Chesapeake Energy Corporation Convertible Preferred,2018-04-05,true,ps,1216
CHKE,Cherokee Inc.,2018-04-05,true,cs,1217
CHKP,Check Point Software Technologies Ltd.,2018-04-05,true,cs,1218
CHKR,Chesapeake Granite Wash Trust representing beneficial interests in the Trust,2018-04-05,true,cs,1219
CHL,China Mobile Limited,2018-04-05,true,cs,1220
CHMA,Chiasma Inc.,2018-04-05,true,cs,10132
CHMG,Chemung Financial Corp,2018-04-05,true,cs,1223
CHMI,Cherry Hill Mortgage Investment Corporation,2018-04-05,true,cs,7827
CHMI-A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,13311
CHN,China Fund Inc. (The),2018-04-05,true,cs,1225
CHNR,China Natural Resources Inc.,2018-04-05,true,cs,1226
CHOC,iPath Pure Beta Cocoa ETN,2018-04-05,true,et,1227
CHRS,Coherus BioSciences Inc.,2018-04-05,true,cs,9444
CHRW,C.H. Robinson Worldwide Inc.,2018-04-05,true,cs,1230
CHS,Chico's FAS Inc.,2018-04-05,true,cs,1231
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,2018-04-05,true,ps,9683
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,2018-04-05,true,ps,9270
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,2018-04-05,true,ps,8456
CHSCO,CHS Inc Class B Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,7808
CHSCP,CHS Inc 8%  Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,1232
CHSP,Chesapeake Lodging Trust of Beneficial Interest,2018-04-05,true,cs,1233
CHT,Chunghwa Telecom Co. Ltd.,2018-04-05,true,cs,1235
CHTR,Charter Communications Inc.,2018-04-05,true,cs,11393
CHU,China Unicom (Hong Kong) Ltd,2018-04-05,true,cs,1238
CHUBA,CommerceHub Inc. Series A Common Stock,2018-04-05,true,cs,11541
CHUBK,CommerceHub Inc.,2018-04-05,true,cs,11542
CHUY,Chuy's Holdings Inc.,2018-04-05,true,cs,1239
CHW,Calamos Global Dynamic Income Fund,2018-04-05,true,cs,1240
CHY,Calamos Convertible and High Income Fund,2018-04-05,true,cs,1243
CI,Cigna Corporation,2018-04-05,true,cs,1245
CIA,Citizens Inc. Class A ($1.00 Par),2018-04-05,true,cs,1246
CIB,BanColombia S.A.,2018-04-05,true,cs,1247
CIBR,First Trust NASDAQ Cybersecurity ETF,2018-04-05,true,N/A,10263
CIC,Capitol Investment Corp. IV Class A,2018-04-05,true,cs,13485
CIC+,,2018-04-05,true,N/A,13510
CIC=,Capitol Investment Corp. IV Units each consisting of One Class A Ordinary Share and One-Third of One redeemable Warrant,2018-04-05,true,su,13274
CID,VictoryShares International High Div Volatility Wtd ETF,2018-04-05,true,N/A,10360
CIDM,Cinedigm Corp,2018-04-05,true,cs,1248
CIEN,Ciena Corporation,2018-04-05,true,cs,1250
CIF,MFS Intermediate High Income Fund,2018-04-05,true,cs,1251
CIFS,China Internet Nationwide Financial Services Inc.,2018-04-05,true,cs,13221
CIG,Comp En De Mn Cemig ADS American Depositary Shares,2018-04-05,true,cs,1253
CIG.C,Comp En De Mn Cemig ADS American Depositary Receipts,2018-04-05,true,cs,1254
CIGI,Colliers International Group Inc.,2018-04-05,true,cs,2663
CII,Blackrock Capital and Income Fund Inc.,2018-04-05,true,cs,1255
CIK,Credit Suisse Asset Management Income Fund Inc.,2018-04-05,true,cs,1256
CIL,VictoryShares International Volatility Wtd ETF,2018-04-05,true,N/A,10361
CIM,Chimera Investment Corporation,2018-04-05,true,cs,1257
CIM-A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,11983
CIM-B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,12427
CINF,Cincinnati Financial Corporation,2018-04-05,true,cs,1259
CINR,Ciner Resources LP representing Limited Partner Interests,2018-04-05,true,cs,7754
CIO,City Office REIT Inc.,2018-04-05,true,cs,8218
CIO-A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,11928
CIR,CIRCOR International Inc.,2018-04-05,true,cs,1260
CISN,Cision Ltd.,2018-04-05,true,cs,13083
CISN+,,2018-04-05,true,N/A,13095
CIT,CIT Group Inc (DEL),2018-04-05,true,cs,1265
CIU,iShares Intermediate Credit Bond ETF,2018-04-05,true,et,1267
CIVB,Civista Bancshares Inc.,2018-04-05,true,cs,2453
CIVBP,Civista Bancshares Inc. Depositary Shares Each Representing a 1/40th Interest in a 6.50% Noncumulative Redeemable Convertible Perpetual Preferred Share Series B,2018-04-05,true,ps,8177
CIVI,Civitas Solutions Inc.,2018-04-05,true,cs,8964
