symbol,name,date,isEnabled,type,iexId
MTBC,Medical Transcription Billing Corp.,2018-04-05,true,cs,8410
MTBCP,Medical Transcription Billing Corp. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,2018-04-05,true,ps,10816
MTCH,Match Group Inc.,2018-04-05,true,cs,10722
MTD,Mettler-Toledo International Inc.,2018-04-05,true,cs,4585
MTDR,Matador Resources Company,2018-04-05,true,cs,4586
MTEC,MTech Acquisition Corp.,2018-04-05,true,cs,13902
MTECU,MTech Acquisition Corp. Unit,2018-04-05,true,su,13892
MTECW,MTech Acquisition Corp. Warrant,2018-04-05,true,N/A,14179
MTEM,Molecular Templates Inc.,2018-04-05,true,cs,6782
MTEX,Mannatech Incorporated,2018-04-05,true,cs,4587
MTFB,Motif Bio plc,2018-04-05,true,cs,11690
MTFBW,Motif Bio plc Warrant,2018-04-05,true,N/A,12109
MTG,MGIC Investment Corporation,2018-04-05,true,cs,4588
MTGE,MTGE Investment Corp.,2018-04-05,true,cs,4589
MTGEP,MTGE Investment Corp. 8.125% Series A Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,8650
MTH,Meritage Homes Corporation,2018-04-05,true,cs,4590
MTL,Mechel PAO American Depositary Shares (Each rep. 1),2018-04-05,true,cs,4592
MTL-,MECHEL-PREF SPON ADR,2018-04-05,true,N/A,4593
MTLS,Materialise NV,2018-04-05,true,cs,8573
MTN,Vail Resorts Inc.,2018-04-05,true,cs,4594
MTNB,Matinas Biopharma Holdings Inc.,2018-04-05,true,cs,12430
MTOR,Meritor Inc.,2018-04-05,true,cs,4595
MTP,Midatech Pharma PLC,2018-04-05,true,cs,10907
MTR,Mesa Royalty Trust,2018-04-05,true,cs,4596
MTRN,Materion Corporation,2018-04-05,true,cs,4597
MTRX,Matrix Service Company,2018-04-05,true,cs,4598
MTSC,MTS Systems Corporation,2018-04-05,true,cs,4600
MTSI,MACOM Technology Solutions Holdings Inc.,2018-04-05,true,cs,4601
MTSL,MER Telemanagement Solutions Ltd.,2018-04-05,true,cs,4602
MTT,Western Asset Municipal Defined Opportunity Trust Inc,2018-04-05,true,cs,4604
MTUM,iShares Edge MSCI USA Momentum Factor,2018-04-05,true,N/A,4606
MTW,Manitowoc Company Inc. (The),2018-04-05,true,cs,4607
MTX,Minerals Technologies Inc.,2018-04-05,true,cs,4608
MTZ,MasTec Inc.,2018-04-05,true,cs,4610
MU,Micron Technology Inc.,2018-04-05,true,cs,4611
MUA,Blackrock MuniAssets Fund Inc,2018-04-05,true,cs,4612
MUB,iShares National Muni Bond,2018-04-05,true,et,4619
MUC,Blackrock MuniHoldings California Quality Fund Inc.,2018-04-05,true,cs,4620
MUDS,Mudrick Capital Acquisition Corporation,2018-04-05,true,cs,14232
MUDSU,Mudrick Capital Acquisition Corporation Unit,2018-04-05,true,su,14124
MUDSW,Mudrick Capital Acquisition Corporation Warrant,2018-04-05,true,N/A,14244
MUE,Blackrock MuniHoldings Quality Fund II Inc.,2018-04-05,true,cs,4621
MUFG,Mitsubishi UFJ Financial Group Inc.,2018-04-05,true,cs,4605
MUH,Blackrock MuniHoldings Fund II Inc.,2018-04-05,true,cs,4622
MUI,Blackrock Muni Intermediate Duration Fund Inc,2018-04-05,true,cs,4623
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc.,2018-04-05,true,cs,4624
MULE,MuleSoft Inc. Class A,2018-04-05,true,cs,12468
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,2018-04-05,true,et,4626
MUR,Murphy Oil Corporation,2018-04-05,true,cs,4627
MUS,Blackrock MuniHoldings Quality Fund Inc,2018-04-05,true,cs,4628
MUSA,Murphy USA Inc.,2018-04-05,true,cs,7735
MUX,McEwen Mining Inc.,2018-04-05,true,cs,4629
MVBF,MVB Financial Corp.,2018-04-05,true,cs,13883
MVC,MVC Capital Inc.,2018-04-05,true,cs,4630
MVCD,MVC Capital Inc. 6.25% Senior Notes due 2022,2018-04-05,true,N/A,13813
MVF,Blackrock MuniVest Fund Inc.,2018-04-05,true,cs,4632
MVIN,Natixis ETF Trust,2018-04-05,true,N/A,12023
MVIS,Microvision Inc.,2018-04-05,true,cs,4634
MVO,MV Oil Trust,2018-04-05,true,cs,4635
MVT,Blackrock MuniVest Fund II Inc.,2018-04-05,true,cs,4636
MVV,ProShares Ultra MidCap400,2018-04-05,true,et,4637
MWA,MUELLER WATER PRODUCTS,2018-04-05,true,cs,4639
MX,MagnaChip Semiconductor Corporation,2018-04-05,true,cs,4649
MXC,Mexco Energy Corporation,2018-04-05,true,cs,4651
MXDE,Nationwide Maximum Diversification Emerging Markets Core Equity,2018-04-05,false,N/A,14307
MXDU,Nationwide Maximum Diversification U.S. Core Equity,2018-04-05,true,N/A,13400
MXE,Mexico Equity and Income Fund Inc. (The),2018-04-05,true,cs,4652
MXF,Mexico Fund Inc. (The),2018-04-05,true,cs,4653
MXI,iShares Global Materials,2018-04-05,true,et,4654
MXIM,Maxim Integrated Products Inc.,2018-04-05,true,cs,4655
MXL,MaxLinear Inc.,2018-04-05,true,cs,4656
MXWL,Maxwell Technologies Inc.,2018-04-05,true,cs,4659
MYC,Blackrock MuniYield California Fund Inc.,2018-04-05,true,cs,4661
MYD,Blackrock MuniYield Fund Inc.,2018-04-05,true,cs,4662
MYE,Myers Industries Inc.,2018-04-05,true,cs,4663
MYF,Blackrock MuniYield Investment Fund,2018-04-05,true,cs,4664
MYGN,Myriad Genetics Inc.,2018-04-05,true,cs,4665
MYI,Blackrock MuniYield Quality Fund III Inc,2018-04-05,true,cs,4666
MYJ,Blackrock MuniYield New Jersey Fund Inc,2018-04-05,true,cs,4667
MYL,Mylan N.V.,2018-04-05,true,cs,4668
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,2018-04-05,true,cs,4670
MYND,MYnd Analytics Inc.,2018-04-05,true,cs,13140
MYNDW,MYnd Analytics Inc. Warrant,2018-04-05,true,N/A,13127
MYO,Myomo Inc.,2018-04-05,true,cs,13008
MYOK,MyoKardia Inc.,2018-04-05,true,cs,10611
MYOS,MYOS RENS Technology Inc.,2018-04-05,true,cs,8948
MYOV,Myovant Sciences Ltd.,2018-04-05,true,cs,11908
MYRG,MYR Group Inc.,2018-04-05,true,cs,4672
MYSZ,My Size Inc.,2018-04-05,true,cs,11643
MYY,ProShares Short MidCap400,2018-04-05,true,et,4673
MZA,Blackrock MuniYield Arizona Fund Inc.,2018-04-05,true,cs,4674
MZF,Managed Duration Investment Grade Municipal Fund,2018-04-05,true,cs,4675
MZOR,Mazor Robotics Ltd.,2018-04-05,true,cs,4676
MZZ,ProShares UltraShort MidCap400,2018-04-05,true,N/A,4677
NAC,Nuveen California Quality Municipal Income Fund,2018-04-05,true,cs,4679
NAD,Nuveen Quality Municipal Income Fund,2018-04-05,true,cs,4680
NAII,Natural Alternatives International Inc.,2018-04-05,true,cs,4685
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,2018-04-05,true,N/A,10421
NAK,Northern Dynasty Minerals Ltd.,2018-04-05,true,cs,4686
NAKD,Naked Brand Group Inc.,2018-04-05,true,cs,10939
NAN,Nuveen New York Quality Municipal Income Fund,2018-04-05,true,cs,4687
NANO,Nanometrics Incorporated,2018-04-05,true,cs,4690
NANR,SPDR S&P North American Natural Resources,2018-04-05,true,N/A,10921
NAO,Nordic Amern Offshore Ltd (Bermuda),2018-04-05,true,cs,8810
NAOV,NanoVibronix Inc.,2018-04-05,true,cs,13699
NAP,Navios Maritime Midstream Partners LP representing limited partner interests,2018-04-05,true,cs,9469
NAT,Nordic American Tankers Limited,2018-04-05,true,cs,4693
NATH,Nathan's Famous Inc.,2018-04-05,true,cs,4694
NATI,National Instruments Corporation,2018-04-05,true,cs,4695
NATR,Nature's Sunshine Products Inc.,2018-04-05,true,cs,4697
NAUH,National American University Holdings Inc.,2018-04-05,true,cs,4698
NAV,Navistar International Corporation,2018-04-05,true,cs,4699
NAV-D,Navistar International Corporation Preferred Stock,2018-04-05,true,ps,4700
NAVB,Navidea Biopharmaceuticals Inc.,2018-04-05,true,cs,4701
NAVG,The Navigators Group Inc.,2018-04-05,true,cs,4702
NAVI,Navient Corporation,2018-04-05,true,cs,8555
NAZ,Nuveen Arizona Quality Municipal Income Fund,2018-04-05,true,cs,4704
NBB,Nuveen Build America Bond Fund of Beneficial Interest,2018-04-05,true,cs,4707
NBD,Nuveen Build America Bond Opportunity Fund of Beneficial Interest,2018-04-05,true,cs,4710
NBEV,New Age Beverages Corporation,2018-04-05,true,cs,12391
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,2018-04-05,true,cs,4712
NBHC,National Bank Holdings Corporation,2018-04-05,true,cs,4713
NBIX,Neurocrine Biosciences Inc.,2018-04-05,true,cs,4714
NBL,Noble Energy Inc.,2018-04-05,true,cs,4715
NBLX,Noble Midstream Partners LP Representing Limited Partner Interests,2018-04-05,true,cs,10734
NBN,Northeast Bancorp,2018-04-05,true,cs,4716
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,2018-04-05,true,cs,4717
NBR,Nabors Industries Ltd.,2018-04-05,true,cs,4718
NBRV,Nabriva Therapeutics plc,2018-04-05,true,cs,13069
NBTB,NBT Bancorp Inc.,2018-04-05,true,cs,4720
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,2018-04-05,true,cs,4722
NBY,NovaBay Pharmaceuticals Inc.,2018-04-05,true,cs,4723
NC,NACCO Industries Inc.,2018-04-05,true,cs,4724
NCA,Nuveen California Municipal Value Fund Inc.,2018-04-05,true,cs,4725
NCB,Nuveen California Municipal Value Fund 2 of Beneficial Interest,2018-04-05,true,cs,4726
NCBS,Nicolet Bankshares Inc.,2018-04-05,true,cs,11102
NCI,Navigant Consulting Inc.,2018-04-05,true,cs,4728
NCLH,Norwegian Cruise Line Holdings Ltd.,2018-04-05,true,cs,4730
NCMI,National CineMedia Inc.,2018-04-05,true,cs,4731
NCNA,NuCana plc,2018-04-05,true,cs,13345
NCOM,National Commerce Corporation,2018-04-05,true,cs,9785
NCR,NCR Corporation,2018-04-05,true,cs,4735
NCS,NCI Building Systems Inc.,2018-04-05,true,cs,4736
NCSM,NCS Multistage Holdings Inc.,2018-04-05,true,cs,12825
NCTY,The9 Limited,2018-04-05,true,cs,4741
NCV,AllianzGI Convertible & Income Fund,2018-04-05,true,cs,4744
NCZ,AllianzGI Convertible & Income Fund II of Beneficial Interest,2018-04-05,true,cs,4745
NDAQ,Nasdaq Inc.,2018-04-05,true,cs,4746
NDLS,Noodles & Company,2018-04-05,true,cs,4747
NDP,Tortoise Energy Independence Fund Inc.,2018-04-05,true,cs,4748
NDRA,ENDRA Life Sciences Inc.,2018-04-05,true,cs,12795
NDRAW,ENDRA Life Sciences Inc. Warrants,2018-04-05,true,N/A,12804
NDRO,Enduro Royalty Trust Trust Units representing beneficial interest in the trust,2018-04-05,true,cs,4749
NDSN,Nordson Corporation,2018-04-05,true,cs,4750
NE,Noble Corporation (UK),2018-04-05,true,cs,4752
NEA,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01,2018-04-05,true,cs,4753
NEAR,iShares Short Maturity Bond,2018-04-05,true,N/A,7800
NEBU,Nebula Acquisition Corporation,2018-04-05,true,cs,14004
NEBUU,Nebula Acquisition Corporation Unit,2018-04-05,true,su,13999
NEBUW,Nebula Acquisition Corporation Warrant,2018-04-05,true,N/A,14222
NEE,NextEra Energy Inc.,2018-04-05,true,cs,4757
NEE-I,NextEra Energy Inc. Series I Junior Subordinated Debentures due November 15 2072,2018-04-05,true,N/A,4762
NEE-J,NextEra Energy Inc. Series J Junior Subordinated Debentures due January 15 2073,2018-04-05,true,N/A,4763
NEE-K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,2018-04-05,true,N/A,11460
NEE-Q,NextEra Energy Inc. Corporate Units,2018-04-05,true,su,10560
NEE-R,NextEra Energy Inc. Corporate Units expiring 09/01/2019,2018-04-05,true,su,11783
NEM,Newmont Mining Corporation,2018-04-05,true,cs,4765
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,2018-04-05,true,cs,4766
NEO,NeoGenomics Inc.,2018-04-05,true,cs,4767
NEOG,Neogen Corporation,2018-04-05,true,cs,4768
NEON,Neonode Inc.,2018-04-05,true,cs,4769
NEOS,Neos Therapeutics Inc.,2018-04-05,true,cs,10221
NEP,NextEra Energy Partners LP representing limited partner interests,2018-04-05,true,cs,8661
NEPT,Neptune Technologies & Bioresources Inc,2018-04-05,true,cs,4770
NERV,Minerva Neurosciences Inc,2018-04-05,true,cs,8714
NES,Nuverra Environmental Solutions Inc.,2018-04-05,true,cs,13526
NESR,National Energy Services Reunited Corp.,2018-04-05,true,cs,12979
NESRW,National Energy Services Reunited Corp. Warrant,2018-04-05,true,N/A,12996
NETE,Net Element Inc.,2018-04-05,true,cs,4773
NETS,Netshoes (Cayman) Limited,2018-04-05,true,cs,12778
NEU,NewMarket Corp,2018-04-05,true,cs,4774
NEV,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,2018-04-05,true,cs,4775
NEWA,Newater Technology Inc.,2018-04-05,true,cs,13182
NEWM,New Media Investment Group Inc.,2018-04-05,true,cs,8266
NEWR,New Relic Inc.,2018-04-05,true,cs,9542
NEWT,Newtek Business Services Corp.,2018-04-05,true,cs,4779
NEWTI,Newtek Business Services Corp. 6.25% Notes Due 2023,2018-04-05,true,N/A,14180
NEWTZ,,2018-04-05,true,N/A,10612
NEXA,Nexa Resources S.A.,2018-04-05,true,cs,13643
NEXT,NextDecade Corporation,2018-04-05,true,cs,9903
NFBK,Northfield Bancorp Inc.,2018-04-05,true,cs,4780
NFEC,NF Energy Saving Corporation,2018-04-05,true,cs,4781
NFG,National Fuel Gas Company,2018-04-05,true,cs,4782
NFJ,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,2018-04-05,true,cs,4783
NFLT,Virtus Newfleet Multi-Sector Bond,2018-04-05,true,N/A,10383
NFLX,Netflix Inc.,2018-04-05,true,cs,4784
NFO,Guggenheim Insider,2018-04-05,true,et,4785
NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,2018-04-05,true,N/A,8001
NFX,Newfield Exploration Company,2018-04-05,true,cs,4787
NG,Novagold Resources Inc.,2018-04-05,true,cs,4788
NGD,New Gold Inc.,2018-04-05,true,cs,4789
NGE,Global X MSCI Nigeria,2018-04-05,true,N/A,4790
NGG,National Grid Transco PLC PLC (NEW) American Depositary Shares,2018-04-05,true,cs,4791
NGHC,National General Holdings Corp,2018-04-05,true,cs,8299
NGHCN,National General Holdings Corp Depositary Shares each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock Series C,2018-04-05,true,ps,11590
NGHCO,National General Holdings Corp Depositary Shares,2018-04-05,true,ps,9872
NGHCP,National General Holdings Corp 7.50% Non-Cumulative Preferred Stock Series A,2018-04-05,true,ps,8888
NGHCZ,,2018-04-05,true,N/A,10426
NGL,NGL ENERGY PARTNERS LP representing Limited Partner Interests,2018-04-05,true,cs,4792
NGL-B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,2018-04-05,true,ps,13044
NGLS-A,Targa Resources Partners LP 9.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing preferred equity interests,2018-04-05,true,ps,10729
NGS,Natural Gas Services Group Inc.,2018-04-05,true,cs,4795
NGVC,Natural Grocers by Vitamin Cottage Inc.,2018-04-05,true,cs,4796
NGVT,Ingevity Corporation,2018-04-05,true,cs,11318
NH,NantHealth Inc.,2018-04-05,true,cs,11333
NHA,Nuveen Municipal 2021 Target Term Fund Fund,2018-04-05,true,cs,10723
NHC,National HealthCare Corporation,2018-04-05,true,cs,4800
NHF,NexPoint Strategic Opportunities Fund,2018-04-05,true,cs,4802
NHI,National Health Investors Inc.,2018-04-05,true,cs,4803
NHLD,National Holdings Corporation,2018-04-05,true,cs,9788
NHLDW,National Holdings Corporation Warrants,2018-04-05,true,N/A,12312
NHS,Neuberger Berman High Yield Strategies Fund,2018-04-05,true,cs,4804
NHTC,Natural Health Trends Corp.,2018-04-05,true,cs,9752
NI,NiSource Inc,2018-04-05,true,cs,4806
NIB,iPath Bloomberg Cocoa Subindex Total Return SM IndexETN,2018-04-05,true,et,4807
NICE,NICE Ltd,2018-04-05,true,cs,4808
NICK,Nicholas Financial Inc.,2018-04-05,true,cs,4809
NID,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,2018-04-05,true,cs,4810
NIE,AllianzGI Equity & Convertible Income Fund,2018-04-05,true,cs,4811
NIHD,NII Holdings Inc.,2018-04-05,true,cs,10287
NIM,Nuveen Select Maturities Municipal Fund,2018-04-05,true,cs,4814
NINE,Nine Energy Service Inc.,2018-04-05,true,cs,13785
NINI,iPath Pure Beta Nickel ETN,2018-04-05,true,et,4816
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,2018-04-05,true,cs,4818
NITE,Nightstar Therapeutics plc,2018-04-05,true,cs,13346
NJR,NewJersey Resources Corporation,2018-04-05,true,cs,4820
NJV,Nuveen New Jersey Municipal Value Fund of Beneficial Interest,2018-04-05,true,cs,4821
NK,NantKwest Inc.,2018-04-05,true,cs,10261
NKE,Nike Inc.,2018-04-05,true,cs,4823
NKG,Nuveen Georgia Quality Municipal Income Fund,2018-04-05,true,cs,4824
NKSH,National Bankshares Inc.,2018-04-05,true,cs,4828
NKTR,Nektar Therapeutics,2018-04-05,true,cs,4829
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,2018-04-05,true,cs,4830
NL,NL Industries Inc.,2018-04-05,true,cs,4832
NLNK,NewLink Genetics Corporation,2018-04-05,true,cs,4833
NLR,VanEck Vectors Uranium & Nuclear Energy,2018-04-05,true,N/A,4835
NLS,Nautilus Inc.,2018-04-05,true,cs,4836
NLSN,Nielsen N.V.,2018-04-05,true,cs,10466
NLST,Netlist Inc.,2018-04-05,true,cs,4838
NLY,Annaly Capital Management Inc,2018-04-05,true,cs,4839
NLY-C,Annaly Capital Management Inc 7.625% Series C Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,4841
NLY-D,Annaly Capital Management Inc Preferred Series D,2018-04-05,true,ps,4842
NLY-F,Annaly Capital Management Inc 6.95% Series F,2018-04-05,true,ps,13207
NLY-G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,2018-04-05,true,ps,14058
NM,Navios Maritime Holdings Inc.,2018-04-05,true,cs,4843
NM-G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),2018-04-05,true,ps,8767
NM-H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,2018-04-05,true,ps,8944
NMFC,New Mountain Finance Corporation,2018-04-05,true,cs,4847
NMI,Nuveen Municipal Income Fund Inc.,2018-04-05,true,cs,4848
NMIH,NMI Holdings Inc,2018-04-05,true,cs,8092
NMK-B,Niagara Mohawk Holdings Inc. Preferred Stock,2018-04-05,true,ps,4849
NMK-C,Niagara Mohawk Holdings Inc. Preferred Stock,2018-04-05,true,ps,4850
NML,Neuberger Berman MLP Income Fund Inc.,2018-04-05,true,cs,4851
NMM,Navios Maritime Partners LP Representing Limited Partner Interests,2018-04-05,true,cs,4852
NMR,Nomura Holdings Inc ADR American Depositary Shares,2018-04-05,true,cs,4854
NMRD,Nemaura Medical Inc.,2018-04-05,true,cs,14084
NMRK,Newmark Group Inc.,2018-04-05,true,cs,13634
NMS,Nuveen Minnesota Quality Municipal Income Fund,2018-04-05,true,cs,9319
NMT,Nuveen Massachusetts Quality Municipal Income Fund,2018-04-05,true,cs,4856
NMY,Nuveen Maryland Quality Municipal Income Fund,2018-04-05,true,cs,4859
NMZ,Nuveen Municipal High Income Opportunity Fund $0.01 par value per share,2018-04-05,true,cs,4866
NNA,Navios Maritime Acquisition Corporation,2018-04-05,true,cs,4867
NNBR,NN Inc.,2018-04-05,true,cs,4868
NNC,Nuveen North Carolina Quality Municipal Income Fund,2018-04-05,true,cs,4869
NNDM,Nano Dimension Ltd.,2018-04-05,true,cs,11132
NNI,Nelnet Inc.,2018-04-05,true,cs,4875
NNN,National Retail Properties,2018-04-05,true,cs,4877
NNN-E,National Retail Properties Depositary Shares Series E,2018-04-05,true,ps,4879
NNN-F,National Retail Properties Depositary Shares Series F,2018-04-05,true,ps,11971
NNVC,NanoViricides Inc.,2018-04-05,true,cs,7789
NNY,Nuveen New York Municipal Value Fund Inc.,2018-04-05,true,cs,4881
NOA,North American Energy Partners Inc. (no par),2018-04-05,true,cs,4882
NOAH,Noah Holdings Limited,2018-04-05,true,cs,4883
NOBL,ProShares S&P 500 Dividend Aristocrats,2018-04-05,true,cs,8006
NOC,Northrop Grumman Corporation,2018-04-05,true,cs,4884
NODK,NI Holdings Inc.,2018-04-05,true,cs,11949
NOG,Northern Oil and Gas Inc.,2018-04-05,true,cs,4885
NOK,Nokia Corporation Sponsored American Depositary Shares,2018-04-05,true,cs,4886
NOM,Nuveen Missouri Quality Municipal Income Fund,2018-04-05,true,cs,4887
NOMD,Nomad Foods Limited,2018-04-05,true,cs,11006
NORW,Global X MSCI Norway,2018-04-05,true,et,4890
NOV,National Oilwell Varco Inc.,2018-04-05,true,cs,4891
NOVN,Novan Inc.,2018-04-05,true,cs,11766
NOVT,Novanta Inc.,2018-04-05,true,cs,3021
NOW,ServiceNow Inc.,2018-04-05,true,cs,4893
NP,Neenah Inc.,2018-04-05,true,cs,4894
NPK,National Presto Industries Inc.,2018-04-05,true,cs,4899
NPN,Nuveen Pennsylvania Municipal Value Fund of Beneficial Interest,2018-04-05,true,cs,4901
NPO,EnPro Industries Inc,2018-04-05,true,cs,4902
NPTN,NeoPhotonics Corporation,2018-04-05,true,cs,4906
NPV,Nuveen Virginia Quality Municipal Income Fund,2018-04-05,true,cs,4907
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,2018-04-05,true,cs,4918
NR,Newpark Resources Inc.,2018-04-05,true,cs,4921
NRCIA,National Research Corporation Class A Common Stock,2018-04-05,true,cs,4922
NRCIB,National Research Corporation Common Stock,2018-04-05,true,cs,4923
NRE,NorthStar Realty Europe Corp.,2018-04-05,true,cs,10687
NRG,NRG Energy Inc.,2018-04-05,true,cs,4929
NRIM,Northrim BanCorp Inc,2018-04-05,true,cs,4932
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,2018-04-05,true,cs,4933
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,2018-04-05,true,cs,4935
NRP,Natural Resource Partners LP Limited Partnership,2018-04-05,true,cs,4936
NRT,North European Oil Royality Trust,2018-04-05,true,cs,4937
NRZ,New Residential Investment Corp.,2018-04-05,true,cs,4938
NS,Nustar Energy L.P.,2018-04-05,true,cs,4939
NS-A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,2018-04-05,true,ps,12140
NS-B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,2018-04-05,true,ps,12880
NS-C,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,2018-04-05,true,ps,13873
NSA,National Storage Affiliates Trust of Beneficial Interest,2018-04-05,true,cs,9750
NSA-A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),2018-04-05,true,ps,13562
NSC,Norfolk Southern Corporation,2018-04-05,true,cs,4940
NSEC,National Security Group Inc.,2018-04-05,true,cs,4941
NSH,Nustar GP Holdings LLC Units,2018-04-05,true,cs,4942
NSIT,Insight Enterprises Inc.,2018-04-05,true,cs,4943
NSL,Nuveen Senior Income Fund,2018-04-05,true,cs,4944
NSM,Nationstar Mortgage Holdings Inc.,2018-04-05,true,cs,4946
NSP,Insperity Inc.,2018-04-05,true,cs,4947
NSPR,InspireMD Inc.,2018-04-05,true,cs,4949
NSPR+,InspireMD Inc. Warrant,2018-04-05,true,N/A,11686
NSPR+B,InspireMD Inc. Series B Warrants exercisable for one share of common stock (Expiring March 14 2022),2018-04-05,true,N/A,12779
NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,2018-04-05,true,N/A,4951
NSSC,NAPCO Security Technologies Inc.,2018-04-05,true,cs,4952
NSTG,NanoString Technologies Inc.,2018-04-05,true,cs,4953
NSU,Nevsun Resources Ltd,2018-04-05,true,cs,4954
NSYS,Nortech Systems Incorporated,2018-04-05,true,cs,4955
NTAP,NetApp Inc.,2018-04-05,true,cs,4956
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,2018-04-05,true,cs,11832
NTC,Nuveen Connecticut Quality Municipal Income Fund,2018-04-05,true,cs,4957
NTCT,NetScout Systems Inc.,2018-04-05,true,cs,4963
NTEC,Intec Pharma Ltd.,2018-04-05,true,cs,10353
NTES,NetEase Inc.,2018-04-05,true,cs,4965
NTEST,,2018-04-05,true,N/A,11845
NTEST.A,,2018-04-05,true,N/A,11846
NTEST.B,,2018-04-05,true,N/A,11847
NTEST.C,,2018-04-05,true,N/A,11848
NTG,Tortoise MLP Fund Inc.,2018-04-05,true,cs,4966
NTGR,NETGEAR Inc.,2018-04-05,true,cs,4967
NTIC,Northern Technologies International Corporation,2018-04-05,true,cs,4969
NTIP,Network-1 Technologies Inc.,2018-04-05,true,cs,9522
NTLA,Intellia Therapeutics Inc.,2018-04-05,true,cs,11323
NTN,NTN Buzztime Inc.,2018-04-05,true,cs,4973
NTNX,Nutanix Inc.,2018-04-05,true,cs,11742
NTP,Nam Tai Property Inc.,2018-04-05,true,cs,4964
NTR,Nutrien Ltd.,2018-04-05,true,cs,13968
NTRA,Natera Inc.,2018-04-05,true,cs,10068
NTRI,NutriSystem Inc,2018-04-05,true,cs,4974
NTRP,Neurotrope Inc.,2018-04-05,true,cs,12748
NTRS,Northern Trust Corporation,2018-04-05,true,cs,4975
NTRSP,Northern Trust Corporation Depository Shares,2018-04-05,true,ps,9218
NTWK,NETSOL Technologies Inc.,2018-04-05,true,cs,4979
NTX,Nuveen Texas Quality Municipal Income Fund,2018-04-05,true,cs,4980
NTZ,Natuzzi S.p.A.,2018-04-05,true,cs,4982
NUAG,NuShares Enhanced Yield US Aggregate Bond ETF,2018-04-05,true,N/A,11826
NUAN,Nuance Communications Inc.,2018-04-05,true,cs,4984
NUBD,NuShares ESG U.S. Aggregate Bond,2018-04-05,true,N/A,13472
NUDM,NuShares ESG International Developed Markets Equity,2018-04-05,true,N/A,12997
NUE,Nucor Corporation,2018-04-05,true,cs,4987
NUEM,NuShares ESG Emerging Markets Equity,2018-04-05,true,N/A,12998
NUGT,Direxion Daily Gold Miners Index Bull 3X Shares,2018-04-05,true,N/A,4988
NULG,NuShares ESG Large-Cap Growth,2018-04-05,true,N/A,12176
NULV,NuShares ESG Large-Cap Value,2018-04-05,true,N/A,12177
NUM,Nuveen Michigan Quality Municipal Income Fund,2018-04-05,true,cs,4991
NUMG,NuShares ESG Mid-Cap Growth,2018-04-05,true,N/A,12178
NUMV,NuShares ESG Mid-Cap Value,2018-04-05,true,N/A,12179
NUO,Nuveen Ohio Quality Municipal Income Fund,2018-04-05,true,cs,4993
NURE,NuShares Enhanced Yield US Aggregate Bond ETF,2018-04-05,true,N/A,12209
NURO,NeuroMetrix Inc.,2018-04-05,true,cs,4997
NUROW,,2018-04-05,true,N/A,10025
NUS,Nu Skin Enterprises Inc.,2018-04-05,true,cs,4998
